path_paras,trial,model_name,model_paras,time_train,time_total,MAE_train,RMSE_train,R_train,R2_train,MAPE_train,NSE_train,KGE_train,PCD_train,KLD_train,VAF_train,A10_train,A20_train,MAE_test,RMSE_test,R_test,R2_test,MAPE_test,NSE_test,KGE_test,PCD_test,KLD_test,VAF_test,A10_test,A20_test
tanh-13-RMSE,7,CRO-ELM,"{'epoch': 1000, 'pop_size': 50, 'po': 0.85, 'Fb': 0.9, 'Fa': 0.1, 'Fd': 0.1, 'Pd': 0.1, 'GCR': 0.1, 'gamma_min': 0.02, 'gamma_max': 0.2, 'n_trials': 3}",399.418,399.469,0.92605,1.4922,0.9788,0.95805,0.14815,0.95805,0.96982,0.87807,179.105,95.80531,0.4628,0.76043,1.25084,2.21114,0.92932,0.84479,0.16301,0.84479,0.91687,0.7972,2.83599,84.59177,0.4007,0.72474
tanh-13-RMSE,7,AGTO-ELM,"{'epoch': 1000, 'pop_size': 50, 'p1': 0.03, 'p2': 0.8, 'beta': 3.0}",696.492,696.53,0.91739,1.47837,0.9792,0.95883,0.14231,0.95883,0.97063,0.88953,176.86785,95.88268,0.47097,0.78087,1.18541,2.08028,0.93827,0.86262,0.15068,0.86262,0.92197,0.8042,-62.93311,86.59008,0.48432,0.77003
tanh-13-RMSE,7,DMOA-ELM,"{'epoch': 1000, 'pop_size': 50, 'peep': 2}",713.545,713.578,0.91518,1.50213,0.97852,0.95749,0.13733,0.95749,0.96963,0.89525,174.08772,95.74931,0.49632,0.78823,1.20111,2.09283,0.94164,0.86096,0.15279,0.86096,0.91421,0.77972,-89.64881,86.57225,0.47387,0.77352
tanh-13-RMSE,7,HGS-ELM,"{'epoch': 1000, 'pop_size': 50, 'PUP': 0.03, 'LH': 1000}",714.396,714.426,1.00762,1.62925,0.97468,0.94999,0.16163,0.94999,0.96446,0.88543,217.51465,94.99943,0.44317,0.72281,1.22952,2.01162,0.93851,0.87154,0.18015,0.87154,0.89657,0.82867,-100.22051,87.70979,0.41463,0.68641
tanh-13-RMSE,7,WOA-ELM,"{'epoch': 1000, 'pop_size': 50}",703.814,703.859,0.98059,1.60833,0.97533,0.95127,0.14741,0.95127,0.96515,0.89689,195.7077,95.12701,0.46198,0.75797,1.1748,2.18524,0.9284,0.84841,0.15308,0.84841,0.91323,0.81818,-58.39916,85.16953,0.51916,0.79094
tanh-13-RMSE,7,NRO-ELM,"{'epoch': 1000, 'pop_size': 50}",842.09,842.126,0.91628,1.51292,0.9782,0.95688,0.13889,0.95688,0.96912,0.89362,180.266,95.68801,0.50695,0.77923,1.21123,2.09026,0.93664,0.8613,0.15431,0.8613,0.92249,0.8042,-55.00032,86.42941,0.47387,0.74564
tanh-13-RMSE,7,HGSO-ELM,"{'epoch': 1000, 'pop_size': 50, 'n_clusters': 2}",689.703,689.712,1.05718,1.76238,0.9703,0.94149,0.15188,0.94149,0.95898,0.88789,240.47041,94.14907,0.44808,0.74898,1.23616,2.17845,0.92836,0.84935,0.15893,0.84935,0.91753,0.82867,-33.8992,85.17412,0.47735,0.78049
tanh-13-RMSE,7,ASO-ELM,"{'epoch': 1000, 'pop_size': 50, 'alpha': 10, 'beta': 0.2}",950.694,950.744,1.10208,1.77656,0.96982,0.94054,0.16807,0.94054,0.95902,0.84697,276.32342,94.05509,0.41047,0.68357,1.3478,2.31511,0.93053,0.82985,0.17518,0.82985,0.89879,0.77972,-83.78697,83.54158,0.4216,0.69686
tanh-13-RMSE,7,GSKA-ELM,"{'epoch': 1000, 'pop_size': 50, 'pb': 0.1, 'kf': 0.5, 'kr': 0.9, 'kg': 5}",563.013,563.019,1.05207,1.67456,0.97323,0.94717,0.16678,0.94717,0.9633,0.86661,260.26852,94.7178,0.44317,0.70564,1.38254,2.2084,0.92943,0.84518,0.20824,0.84518,0.8753,0.77273,-153.41682,85.58718,0.33449,0.64111
tanh-13-RMSE,7,LCO-ELM,"{'epoch': 1000, 'pop_size': 50, 'r1': 2.35}",703.299,703.31,1.06001,1.73741,0.97115,0.94313,0.15883,0.94313,0.95956,0.90098,230.92791,94.31348,0.43581,0.72363,1.21985,2.12724,0.93042,0.85635,0.1633,0.85635,0.90192,0.83566,-73.80589,86.04111,0.47387,0.73519
tanh-13-RMSE,7,SMA-ELM,"{'epoch': 1000, 'pop_size': 50, 'p_t': 0.03}",728.081,728.132,1.02558,1.69069,0.9727,0.94615,0.15283,0.94615,0.9614,0.89525,209.63611,94.61514,0.44235,0.73508,1.16508,1.95781,0.93929,0.87832,0.16322,0.87832,0.89915,0.79371,-57.26828,88.11781,0.42857,0.74564
tanh-13-RMSE,7,SOA-ELM,"{'epoch': 1000, 'pop_size': 50, 'fc': 2}",702.708,702.758,1.07367,1.75089,0.97069,0.94225,0.16213,0.94225,0.9587,0.88625,235.02542,94.22485,0.41374,0.72036,1.25805,2.16378,0.92985,0.85137,0.16906,0.85137,0.91089,0.77273,-64.70655,85.52317,0.44599,0.72125
tanh-13-RMSE,7,TSA-ELM,"{'epoch': 1000, 'pop_size': 50}",713.443,713.494,1.03274,1.64686,0.97412,0.94891,0.16012,0.94891,0.96369,0.88298,220.29835,94.89074,0.43581,0.72608,1.17857,2.05803,0.9344,0.86554,0.1574,0.86554,0.91365,0.81119,-48.73296,86.82841,0.49129,0.73868
tanh-13-RMSE,7,AEO-ELM,"{'epoch': 1000, 'pop_size': 50}",673.948,673.986,0.98022,1.65122,0.97398,0.94864,0.14028,0.94864,0.96322,0.90507,194.77205,94.86362,0.47588,0.79068,1.15014,2.09908,0.92971,0.86012,0.14291,0.86012,0.92828,0.80769,51.15269,86.01952,0.49826,0.76307
tanh-13-RMSE,7,HS-ELM,"{'epoch': 1000, 'pop_size': 50, 'c_r': 0.95, 'pa_r': 0.05}",711.003,711.021,0.89066,1.43262,0.98048,0.96134,0.13521,0.96134,0.9723,0.89198,161.35461,96.1336,0.48733,0.79886,1.26136,2.30536,0.9264,0.83128,0.15325,0.83128,0.90713,0.81818,-59.33804,83.49073,0.49477,0.76307
tanh-13-RMSE,7,GBO-ELM,"{'epoch': 1000, 'pop_size': 50, 'pr': 0.5, 'beta_min': 0.2, 'beta_max': 1.2}",393.714,393.738,0.90662,1.46413,0.9796,0.95962,0.14515,0.95962,0.97115,0.90426,174.80357,95.96166,0.47588,0.77024,1.15117,2.08767,0.93671,0.86164,0.15299,0.86164,0.92336,0.84266,-53.92446,86.44049,0.48432,0.77352
tanh-13-RMSE,7,PSS-ELM,"{'epoch': 1000, 'pop_size': 50, 'acceptance_rate': 0.9, 'sampling_method': 'LHS'}",500.457,500.467,1.02794,1.59479,0.97575,0.95209,0.17525,0.95209,0.9655,0.84943,218.80634,95.20875,0.41374,0.67702,1.3431,2.08314,0.93984,0.86224,0.20704,0.86224,0.89295,0.74476,-152.5873,87.2422,0.35889,0.62718
tanh-13-RMSE,7,INFO-ELM,"{'epoch': 1000, 'pop_size': 50}",318.652,318.669,0.88882,1.4373,0.98035,0.96108,0.13658,0.96108,0.97223,0.89525,165.53855,96.1083,0.49877,0.78332,1.20531,2.13162,0.93541,0.85575,0.15735,0.85575,0.91656,0.83217,-77.38828,85.99914,0.49477,0.75261
tanh-13-RMSE,7,RUN-ELM,"{'epoch': 1000, 'pop_size': 50}",244.836,244.845,0.88011,1.4171,0.9809,0.96217,0.13412,0.96217,0.97302,0.89444,160.00404,96.21694,0.50041,0.80458,1.19423,2.12226,0.93824,0.85702,0.149,0.85702,0.91528,0.81818,-87.37887,86.16064,0.49477,0.78049
tanh-13-RMSE,8,GA-ELM,"{'epoch': 1000, 'pop_size': 50, 'pc': 0.85, 'pm': 0.05}",736.991,737.017,0.9456,1.54068,0.97739,0.95528,0.14421,0.95528,0.96831,0.89853,190.43429,95.52832,0.48242,0.76288,1.23733,2.19155,0.92864,0.84753,0.16668,0.84753,0.90654,0.80769,-82.63781,85.21992,0.45296,0.74564
tanh-13-RMSE,8,CRO-ELM,"{'epoch': 1000, 'pop_size': 50, 'po': 0.85, 'Fb': 0.9, 'Fa': 0.1, 'Fd': 0.1, 'Pd': 0.1, 'GCR': 0.1, 'gamma_min': 0.02, 'gamma_max': 0.2, 'n_trials': 3}",396.93,396.946,0.87519,1.41261,0.98102,0.96241,0.1361,0.96241,0.97324,0.89689,160.66269,96.24083,0.4955,0.79477,1.22377,2.2379,0.93222,0.84101,0.14958,0.84101,0.9084,0.82517,-64.10459,84.47497,0.48084,0.77003
tanh-13-RMSE,8,AGTO-ELM,"{'epoch': 1000, 'pop_size': 50, 'p1': 0.03, 'p2': 0.8, 'beta': 3.0}",698.398,698.436,0.9287,1.48472,0.97902,0.95847,0.14574,0.95847,0.97032,0.88298,178.9683,95.84728,0.4628,0.76533,1.17465,2.07606,0.93785,0.86317,0.14992,0.86317,0.92417,0.80769,-48.14351,86.57986,0.4878,0.76655
tanh-13-RMSE,8,DMOA-ELM,"{'epoch': 1000, 'pop_size': 50, 'peep': 2}",706.659,706.695,0.93782,1.48618,0.97897,0.95839,0.14608,0.95839,0.97048,0.89198,183.3876,95.83912,0.47261,0.75225,1.21753,2.06541,0.94117,0.86458,0.16763,0.86458,0.90376,0.80769,-140.97442,87.29598,0.44599,0.73868
tanh-13-RMSE,8,HGS-ELM,"{'epoch': 1000, 'pop_size': 50, 'PUP': 0.03, 'LH': 1000}",717.852,717.88,1.02238,1.63356,0.97454,0.94973,0.16903,0.94973,0.96389,0.85516,215.62476,94.97294,0.42518,0.69665,1.21272,2.06462,0.93485,0.86468,0.17143,0.86468,0.9007,0.8007,-85.97277,86.93937,0.4669,0.70035
tanh-13-RMSE,8,WOA-ELM,"{'epoch': 1000, 'pop_size': 50}",702.429,702.477,0.93805,1.51433,0.97816,0.9568,0.14881,0.9568,0.96906,0.90262,182.50077,95.67996,0.46525,0.75634,1.20931,2.25069,0.92683,0.83919,0.15586,0.83919,0.90893,0.84266,-75.92756,84.36777,0.50174,0.78049
tanh-13-RMSE,8,NRO-ELM,"{'epoch': 1000, 'pop_size': 50}",831.543,831.579,0.95438,1.51299,0.9782,0.95688,0.15274,0.95688,0.96947,0.88298,199.76193,95.68763,0.45217,0.74734,1.22454,2.1868,0.93453,0.84819,0.16116,0.84819,0.90802,0.83566,-107.08282,85.45075,0.4878,0.75261
tanh-13-RMSE,8,HGSO-ELM,"{'epoch': 1000, 'pop_size': 50, 'n_clusters': 2}",684.537,684.594,1.09886,1.78015,0.96969,0.9403,0.16092,0.9403,0.95675,0.87807,226.21735,94.03024,0.41783,0.70973,1.35189,2.18485,0.92963,0.84846,0.1923,0.84846,0.90674,0.73427,-74.25328,85.3436,0.39721,0.67596
tanh-13-RMSE,8,ASO-ELM,"{'epoch': 1000, 'pop_size': 50, 'alpha': 10, 'beta': 0.2}",933.47,933.504,1.07105,1.80155,0.96895,0.93886,0.15258,0.93886,0.95551,0.89444,212.90326,93.88591,0.44808,0.75715,1.19352,2.11796,0.93278,0.8576,0.1529,0.8576,0.92087,0.83217,-45.0155,86.01652,0.4878,0.78049
tanh-13-RMSE,8,GSKA-ELM,"{'epoch': 1000, 'pop_size': 50, 'pb': 0.1, 'kf': 0.5, 'kr': 0.9, 'kg': 5}",567.629,567.635,1.05675,1.63944,0.97436,0.94937,0.17225,0.94937,0.96464,0.87643,249.23685,94.93691,0.40638,0.67294,1.24784,2.10809,0.93448,0.85892,0.17413,0.85892,0.90573,0.74825,-96.77113,86.45201,0.42509,0.7108
tanh-13-RMSE,8,LCO-ELM,"{'epoch': 1000, 'pop_size': 50, 'r1': 2.35}",704.841,704.878,1.00595,1.6393,0.97436,0.94938,0.15014,0.94938,0.9633,0.88707,195.04106,94.93758,0.45544,0.75225,1.23595,2.08229,0.93507,0.86235,0.17071,0.86235,0.90548,0.78671,-91.10425,86.74486,0.44599,0.72822
tanh-13-RMSE,8,SMA-ELM,"{'epoch': 1000, 'pop_size': 50, 'p_t': 0.03}",648.0,648.018,1.03751,1.70114,0.97236,0.94548,0.15559,0.94548,0.96091,0.88625,215.60435,94.54837,0.44317,0.73099,1.27087,2.17289,0.9269,0.85011,0.1778,0.85011,0.89667,0.79021,-70.06036,85.41946,0.40418,0.71429
tanh-13-RMSE,8,SOA-ELM,"{'epoch': 1000, 'pop_size': 50, 'fc': 2}",702.532,702.583,1.05305,1.72129,0.97169,0.94418,0.1596,0.94418,0.95954,0.89771,212.23316,94.4185,0.44726,0.73671,1.15041,2.05525,0.93463,0.86591,0.15149,0.86591,0.9137,0.83916,-52.11249,86.86895,0.51568,0.77003
tanh-13-RMSE,8,TSA-ELM,"{'epoch': 1000, 'pop_size': 50}",708.984,709.029,0.98698,1.59413,0.97577,0.95213,0.14959,0.95213,0.96651,0.88543,212.65967,95.21283,0.4677,0.73508,1.31162,2.19862,0.93775,0.84654,0.17782,0.84654,0.89917,0.78671,-143.27849,85.59894,0.41115,0.73519
tanh-13-RMSE,8,AEO-ELM,"{'epoch': 1000, 'pop_size': 50}",696.109,696.148,0.97144,1.59023,0.97589,0.95236,0.14947,0.95236,0.96602,0.88052,204.96205,95.2361,0.46198,0.75307,1.26133,2.09019,0.93552,0.86131,0.17679,0.86131,0.9117,0.76923,-83.36946,86.60558,0.41115,0.69338
tanh-13-RMSE,8,HS-ELM,"{'epoch': 1000, 'pop_size': 50, 'c_r': 0.95, 'pa_r': 0.05}",618.266,618.282,0.90996,1.47274,0.97936,0.95914,0.14044,0.95914,0.97109,0.89034,179.6775,95.91405,0.49141,0.76697,1.29157,2.39329,0.91855,0.81817,0.16107,0.81817,0.90425,0.78671,-37.92596,82.12968,0.49129,0.73868
tanh-13-RMSE,8,GBO-ELM,"{'epoch': 1000, 'pop_size': 50, 'pr': 0.5, 'beta_min': 0.2, 'beta_max': 1.2}",385.473,385.495,0.91207,1.45543,0.97984,0.96009,0.1449,0.96009,0.97149,0.89034,172.98493,96.0095,0.4677,0.76942,1.24382,2.15113,0.93373,0.8531,0.16381,0.8531,0.90897,0.79371,-101.09469,85.88284,0.4878,0.73519
tanh-13-RMSE,8,PSS-ELM,"{'epoch': 1000, 'pop_size': 50, 'acceptance_rate': 0.9, 'sampling_method': 'LHS'}",459.879,459.885,0.97678,1.60377,0.97547,0.95155,0.15267,0.95155,0.9644,0.88789,183.9033,95.15479,0.47588,0.74325,1.24845,2.23074,0.93014,0.84203,0.15378,0.84203,0.91145,0.83916,-10.49871,84.35297,0.49826,0.7561
tanh-13-RMSE,8,INFO-ELM,"{'epoch': 1000, 'pop_size': 50}",302.406,302.422,0.87185,1.43129,0.98051,0.96141,0.13114,0.96141,0.9723,0.89771,157.60809,96.14075,0.52412,0.8054,1.17544,2.17592,0.93291,0.8497,0.14279,0.8497,0.91735,0.84266,-47.87952,85.24055,0.50871,0.79094
tanh-13-RMSE,8,RUN-ELM,"{'epoch': 1000, 'pop_size': 50}",255.564,255.574,0.8914,1.4471,0.98008,0.96055,0.13349,0.96055,0.97188,0.90016,164.05639,96.05504,0.50286,0.79886,1.21474,2.21359,0.93218,0.84445,0.15167,0.84445,0.90988,0.8007,-88.78604,84.96,0.5122,0.78397
tanh-13-RMSE,9,GA-ELM,"{'epoch': 1000, 'pop_size': 50, 'pc': 0.85, 'pm': 0.05}",734.858,734.905,0.96451,1.56306,0.97672,0.95397,0.15206,0.95397,0.96772,0.87807,208.74762,95.39759,0.4628,0.73835,1.11099,1.95439,0.94362,0.87874,0.14491,0.87874,0.93249,0.82517,-42.40187,88.08245,0.4878,0.78746
tanh-13-RMSE,9,CRO-ELM,"{'epoch': 1000, 'pop_size': 50, 'po': 0.85, 'Fb': 0.9, 'Fa': 0.1, 'Fd': 0.1, 'Pd': 0.1, 'GCR': 0.1, 'gamma_min': 0.02, 'gamma_max': 0.2, 'n_trials': 3}",405.415,405.431,0.91,1.44706,0.98008,0.96055,0.14323,0.96055,0.97176,0.89116,171.89783,96.05528,0.48487,0.77105,1.17863,2.19855,0.93074,0.84655,0.14525,0.84655,0.91742,0.83566,-28.63264,84.85103,0.50523,0.777
tanh-13-RMSE,9,AGTO-ELM,"{'epoch': 1000, 'pop_size': 50, 'p1': 0.03, 'p2': 0.8, 'beta': 3.0}",702.064,702.104,0.93618,1.47946,0.97917,0.95877,0.15148,0.95877,0.97052,0.88543,189.2372,95.87664,0.46198,0.74244,1.20602,2.08312,0.93343,0.86224,0.15947,0.86224,0.92543,0.83916,-20.60962,86.37797,0.43206,0.72474
tanh-13-RMSE,9,DMOA-ELM,"{'epoch': 1000, 'pop_size': 50, 'peep': 2}",695.721,695.756,0.93486,1.48675,0.97896,0.95836,0.14626,0.95836,0.97025,0.89116,183.27329,95.83591,0.4677,0.74898,1.19959,2.10025,0.93682,0.85997,0.15504,0.85997,0.91716,0.82517,-82.74103,86.43632,0.48432,0.74564
tanh-13-RMSE,9,HGS-ELM,"{'epoch': 1000, 'pop_size': 50, 'PUP': 0.03, 'LH': 1000}",719.991,720.006,0.97725,1.65797,0.97376,0.94822,0.1393,0.94822,0.963,0.89444,200.1046,94.82155,0.50041,0.7825,1.16008,2.08066,0.93366,0.86257,0.14982,0.86257,0.92792,0.8042,-8.30284,86.37507,0.5122,0.76655
tanh-13-RMSE,9,WOA-ELM,"{'epoch': 1000, 'pop_size': 50}",692.339,692.392,0.9491,1.49474,0.97873,0.95791,0.15253,0.95791,0.97007,0.88543,192.7027,95.79102,0.45626,0.73835,1.34722,2.20103,0.9328,0.84621,0.19021,0.84621,0.89803,0.7972,-133.64936,85.47795,0.35192,0.68293
tanh-13-RMSE,9,NRO-ELM,"{'epoch': 1000, 'pop_size': 50}",849.731,849.77,0.94276,1.52384,0.97788,0.95626,0.14362,0.95626,0.96871,0.89607,183.71293,95.62553,0.46852,0.7825,1.20967,2.09662,0.93373,0.86045,0.16295,0.86045,0.9228,0.8042,-33.30268,86.27306,0.47387,0.73171
tanh-13-RMSE,9,HGSO-ELM,"{'epoch': 1000, 'pop_size': 50, 'n_clusters': 2}",700.743,700.793,1.11848,1.75244,0.97064,0.94215,0.1811,0.94215,0.95841,0.8838,253.70645,94.21465,0.37204,0.67212,1.18934,2.09467,0.9336,0.86071,0.15116,0.86071,0.92778,0.84965,41.00584,86.0881,0.43902,0.74216
tanh-13-RMSE,9,ASO-ELM,"{'epoch': 1000, 'pop_size': 50, 'alpha': 10, 'beta': 0.2}",951.492,951.555,1.10455,1.7921,0.96928,0.9395,0.16729,0.9395,0.95776,0.87398,265.00632,93.95022,0.40965,0.70237,1.32602,2.30871,0.92372,0.83079,0.17353,0.83079,0.89947,0.78322,-98.3553,83.71149,0.47038,0.70732
tanh-13-RMSE,9,GSKA-ELM,"{'epoch': 1000, 'pop_size': 50, 'pb': 0.1, 'kf': 0.5, 'kr': 0.9, 'kg': 5}",524.173,524.174,1.02354,1.6258,0.97478,0.95021,0.16907,0.95021,0.96431,0.87234,225.45809,95.02057,0.43418,0.70891,1.2837,2.10551,0.93597,0.85927,0.17905,0.85927,0.91469,0.78322,-83.81111,86.40011,0.39373,0.70732
tanh-13-RMSE,9,LCO-ELM,"{'epoch': 1000, 'pop_size': 50, 'r1': 2.35}",696.146,696.19,1.02847,1.6844,0.97291,0.94655,0.15597,0.94655,0.96272,0.88052,234.38402,94.65545,0.435,0.73099,1.20113,2.00059,0.9385,0.87294,0.16938,0.87294,0.91234,0.77622,-65.31489,87.63866,0.43554,0.72822
tanh-13-RMSE,9,SMA-ELM,"{'epoch': 1000, 'pop_size': 50, 'p_t': 0.03}",497.914,497.926,1.05598,1.68853,0.97277,0.94629,0.16909,0.94629,0.9615,0.88052,225.77986,94.62888,0.40556,0.69011,1.27555,2.10761,0.93012,0.85899,0.18883,0.85899,0.8802,0.74825,-80.0944,86.35585,0.37979,0.6899
tanh-13-RMSE,9,SOA-ELM,"{'epoch': 1000, 'pop_size': 50, 'fc': 2}",656.836,656.881,1.06642,1.72455,0.97158,0.94397,0.16064,0.94397,0.95962,0.89362,219.64459,94.39735,0.42845,0.71627,1.18952,2.0954,0.93137,0.86061,0.15718,0.86061,0.90978,0.81469,-44.05064,86.31522,0.49477,0.74913
tanh-13-RMSE,9,TSA-ELM,"{'epoch': 1000, 'pop_size': 50}",612.496,612.535,1.01315,1.59056,0.97588,0.95234,0.16781,0.95234,0.96601,0.85761,219.85208,95.23408,0.41783,0.70074,1.32007,2.2145,0.93143,0.84432,0.1773,0.84432,0.90866,0.8007,-90.45948,84.98727,0.41463,0.71777
tanh-13-RMSE,9,AEO-ELM,"{'epoch': 1000, 'pop_size': 50}",701.41,701.451,1.01045,1.66946,0.97339,0.9475,0.1548,0.9475,0.96216,0.90262,201.06398,94.74954,0.44072,0.74162,1.1556,2.10654,0.932,0.85913,0.14481,0.85913,0.92904,0.84266,18.45165,85.96664,0.49826,0.77003
tanh-13-RMSE,9,HS-ELM,"{'epoch': 1000, 'pop_size': 50, 'c_r': 0.95, 'pa_r': 0.05}",479.318,479.346,0.90483,1.45154,0.97995,0.96031,0.13893,0.96031,0.97159,0.8928,167.32116,96.03082,0.47588,0.7915,1.21472,2.14907,0.93436,0.85338,0.15697,0.85338,0.91528,0.80769,-79.54901,85.77483,0.44948,0.74913
tanh-13-RMSE,9,GBO-ELM,"{'epoch': 1000, 'pop_size': 50, 'pr': 0.5, 'beta_min': 0.2, 'beta_max': 1.2}",408.941,408.964,0.90688,1.46547,0.97956,0.95954,0.13748,0.95954,0.97084,0.90098,163.3776,95.95425,0.47097,0.7964,1.2068,2.17353,0.93406,0.85003,0.14811,0.85003,0.91293,0.81818,-87.90453,85.4811,0.49826,0.78049
tanh-13-RMSE,9,PSS-ELM,"{'epoch': 1000, 'pop_size': 50, 'acceptance_rate': 0.9, 'sampling_method': 'LHS'}",396.435,396.441,1.01726,1.61183,0.97522,0.95106,0.15943,0.95106,0.96448,0.89444,198.94717,95.10582,0.43663,0.72363,1.17325,2.10571,0.93201,0.85924,0.15549,0.85924,0.90945,0.83916,-65.57742,86.26835,0.50871,0.77003
tanh-13-RMSE,9,INFO-ELM,"{'epoch': 1000, 'pop_size': 50}",307.865,307.881,0.87898,1.41131,0.98106,0.96248,0.13566,0.96248,0.9732,0.89116,162.49225,96.24778,0.4906,0.79231,1.22413,2.24932,0.93305,0.83938,0.14685,0.83938,0.90422,0.83566,-65.14541,84.29751,0.49826,0.78397
tanh-13-RMSE,9,RUN-ELM,"{'epoch': 1000, 'pop_size': 50}",268.395,268.404,0.87668,1.41769,0.98089,0.96214,0.13267,0.96214,0.973,0.90016,159.23098,96.21378,0.50531,0.79967,1.20611,2.08144,0.937,0.86247,0.15726,0.86247,0.91586,0.81119,-84.97818,86.70086,0.48084,0.7561
